index,label_id,label,split
12025,1,automobile,train
12026,4,deer,train
12027,1,automobile,train
12028,0,airplane,train
12029,0,airplane,train
12030,0,airplane,train
12031,6,frog,train
12032,3,cat,train
12033,3,cat,train
12034,6,frog,train
12035,9,truck,train
12036,7,horse,train
12037,0,airplane,train
12038,1,automobile,train
12039,3,cat,train
12040,9,truck,train
12041,8,ship,train
12042,3,cat,train
12043,2,bird,train
12044,2,bird,train
12045,3,cat,train
12046,2,bird,train
12047,1,automobile,train
12048,6,frog,train
12049,1,automobile,train
12050,3,cat,train
12051,5,dog,train
12052,0,airplane,train
12053,5,dog,train
12054,1,automobile,train
12055,6,frog,train
12056,0,airplane,train
12057,6,frog,train
12058,2,bird,train
12059,4,deer,train
12060,2,bird,train
12061,9,truck,train
12062,0,airplane,train
12063,9,truck,train
12064,1,automobile,train
12065,8,ship,train
12066,6,frog,train
12067,2,bird,train
12068,5,dog,train
12069,5,dog,train
12070,2,bird,train
12071,1,automobile,train
12072,0,airplane,train
12073,0,airplane,train
12074,2,bird,train
12075,4,deer,train
12076,3,cat,train
12077,6,frog,train
12078,0,airplane,train
12079,0,airplane,train
12080,1,automobile,train
12081,6,frog,train
12082,5,dog,train
12083,0,airplane,train
12084,4,deer,train
12085,9,truck,train
12086,9,truck,train
12087,8,ship,train
12088,5,dog,train
12089,5,dog,train
12090,8,ship,train
12091,3,cat,train
12092,8,ship,train
12093,8,ship,train
12094,4,deer,train
12095,0,airplane,train
12096,3,cat,train
12097,7,horse,train
12098,5,dog,train
12099,7,horse,train
12100,1,automobile,train
12101,6,frog,train
12102,1,automobile,train
12103,4,deer,train
12104,9,truck,train
12105,3,cat,train
12106,4,deer,train
12107,2,bird,train
12108,4,deer,train
12109,2,bird,train
12110,4,deer,train
12111,3,cat,train
12112,9,truck,train
12113,3,cat,train
12114,1,automobile,train
12115,8,ship,train
12116,9,truck,train
12117,4,deer,train
12118,3,cat,train
12119,5,dog,train
12120,8,ship,train
12121,0,airplane,train
12122,6,frog,train
12123,1,automobile,train
12124,4,deer,train
12125,8,ship,train
12126,8,ship,train
12127,1,automobile,train
12128,8,ship,train
12129,0,airplane,train
12130,0,airplane,train
12131,0,airplane,train
12132,4,deer,train
12133,0,airplane,train
12134,4,deer,train
12135,5,dog,train
12136,4,deer,train
12137,2,bird,train
12138,6,frog,train
12139,0,airplane,train
12140,2,bird,train
12141,2,bird,train
12142,7,horse,train
12143,4,deer,train
12144,5,dog,train
12145,3,cat,train
12146,6,frog,train
12147,3,cat,train
12148,2,bird,train
12149,0,airplane,train
12150,1,automobile,train
12151,6,frog,train
12152,9,truck,train
12153,8,ship,train
12154,4,deer,train
12155,3,cat,train
12156,2,bird,train
12157,7,horse,train
12158,1,automobile,train
12159,9,truck,train
12160,4,deer,train
12161,2,bird,train
12162,9,truck,train
12163,7,horse,train
12164,1,automobile,train
12165,0,airplane,train
12166,2,bird,train
12167,1,automobile,train
12168,6,frog,train
12169,1,automobile,train
12170,1,automobile,train
12171,6,frog,train
12172,8,ship,train
12173,2,bird,train
12174,3,cat,train
12175,8,ship,train
12176,8,ship,train
12177,5,dog,train
12178,0,airplane,train
12179,4,deer,train
12180,2,bird,train
12181,0,airplane,train
12182,9,truck,train
12183,1,automobile,train
12184,5,dog,train
12185,1,automobile,train
12186,9,truck,train
12187,9,truck,train
12188,2,bird,train
12189,8,ship,train
12190,3,cat,train
12191,2,bird,train
12192,0,airplane,train
12193,6,frog,train
12194,8,ship,train
12195,3,cat,train
12196,8,ship,train
12197,8,ship,train
12198,5,dog,train
12199,6,frog,train
12200,2,bird,train
12201,8,ship,train
12202,5,dog,train
12203,6,frog,train
12204,4,deer,train
12205,5,dog,train
12206,8,ship,train
12207,8,ship,train
12208,4,deer,train
12209,0,airplane,train
12210,1,automobile,train
12211,3,cat,train
12212,2,bird,train
12213,4,deer,train
12214,6,frog,train
12215,3,cat,train
12216,3,cat,train
12217,4,deer,train
12218,6,frog,train
12219,2,bird,train
12220,7,horse,train
12221,6,frog,train
12222,6,frog,train
12223,5,dog,train
12224,4,deer,train
12225,3,cat,train
12226,0,airplane,train
12227,7,horse,train
12228,1,automobile,train
12229,7,horse,train
12230,0,airplane,train
12231,1,automobile,train
12232,1,automobile,train
12233,8,ship,train
12234,0,airplane,train
12235,5,dog,train
12236,8,ship,train
12237,3,cat,train
12238,6,frog,train
12239,5,dog,train
12240,6,frog,train
12241,3,cat,train
12242,5,dog,train
12243,7,horse,train
12244,7,horse,train
12245,9,truck,train
12246,5,dog,train
12247,1,automobile,train
12248,9,truck,train
12249,8,ship,train
12250,2,bird,train
12251,8,ship,train
12252,0,airplane,train
12253,4,deer,train
12254,6,frog,train
12255,3,cat,train
12256,5,dog,train
12257,0,airplane,train
12258,8,ship,train
12259,9,truck,train
12260,1,automobile,train
12261,4,deer,train
12262,9,truck,train
12263,6,frog,train
12264,1,automobile,train
12265,0,airplane,train
12266,8,ship,train
12267,2,bird,train
12268,8,ship,train
12269,7,horse,train
12270,0,airplane,train
12271,7,horse,train
12272,7,horse,train
12273,6,frog,train
12274,5,dog,train
12275,1,automobile,train
12276,1,automobile,train
12277,8,ship,train
12278,3,cat,train
12279,9,truck,train
12280,1,automobile,train
12281,5,dog,train
12282,4,deer,train
12283,1,automobile,train
12284,0,airplane,train
12285,4,deer,train
12286,8,ship,train
12287,2,bird,train
12288,9,truck,train
12289,3,cat,train
12290,5,dog,train
12291,1,automobile,train
12292,1,automobile,train
12293,6,frog,train
12294,0,airplane,train
12295,1,automobile,train
12296,0,airplane,train
12297,0,airplane,train
12298,9,truck,train
12299,1,automobile,train
12300,5,dog,train
12301,4,deer,train
12302,6,frog,train
12303,1,automobile,train
12304,3,cat,train
12305,6,frog,train
12306,1,automobile,train
12307,4,deer,train
12308,1,automobile,train
12309,4,deer,train
12310,5,dog,train
12311,1,automobile,train
12312,9,truck,train
12313,4,deer,train
12314,9,truck,train
12315,9,truck,train
12316,3,cat,train
12317,2,bird,train
12318,8,ship,train
12319,8,ship,train
12320,7,horse,train
12321,6,frog,train
12322,5,dog,train
12323,2,bird,train
12324,4,deer,train
12325,0,airplane,train
12326,5,dog,train
12327,7,horse,train
12328,0,airplane,train
12329,3,cat,train
12330,5,dog,train
12331,4,deer,train
12332,3,cat,train
12333,4,deer,train
12334,4,deer,train
12335,1,automobile,train
12336,1,automobile,train
12337,6,frog,train
12338,2,bird,train
12339,6,frog,train
12340,1,automobile,train
12341,5,dog,train
12342,3,cat,train
12343,4,deer,train
12344,0,airplane,train
12345,0,airplane,train
12346,2,bird,train
12347,9,truck,train
12348,1,automobile,train
12349,5,dog,train
12350,1,automobile,train
12351,8,ship,train
12352,5,dog,train
12353,8,ship,train
12354,6,frog,train
12355,0,airplane,train
12356,6,frog,train
12357,5,dog,train
12358,9,truck,train
12359,6,frog,train
12360,1,automobile,train
12361,2,bird,train
12362,2,bird,train
12363,0,airplane,train
12364,7,horse,train
12365,7,horse,train
12366,3,cat,train
12367,6,frog,train
12368,4,deer,train
12369,6,frog,train
12370,3,cat,train
12371,5,dog,train
12372,8,ship,train
12373,1,automobile,train
12374,6,frog,train
12375,0,airplane,train
12376,2,bird,train
12377,3,cat,train
12378,1,automobile,train
12379,6,frog,train
12380,2,bird,train
12381,7,horse,train
12382,3,cat,train
12383,9,truck,train
12384,1,automobile,train
12385,9,truck,train
12386,3,cat,train
12387,2,bird,train
12388,1,automobile,train
12389,1,automobile,train
12390,5,dog,train
12391,3,cat,train
12392,9,truck,train
12393,0,airplane,train
12394,7,horse,train
12395,8,ship,train
12396,6,frog,train
12397,7,horse,train
12398,2,bird,train
12399,2,bird,train
12400,8,ship,train
12401,8,ship,train
12402,7,horse,train
12403,8,ship,train
12404,9,truck,train
12405,9,truck,train
12406,4,deer,train
12407,6,frog,train
12408,4,deer,train
12409,0,airplane,train
12410,7,horse,train
12411,6,frog,train
12412,1,automobile,train
12413,9,truck,train
12414,0,airplane,train
12415,7,horse,train
12416,4,deer,train
12417,4,deer,train
12418,8,ship,train
12419,0,airplane,train
12420,0,airplane,train
12421,2,bird,train
12422,8,ship,train
12423,2,bird,train
12424,1,automobile,train
12425,3,cat,train
12426,8,ship,train
12427,9,truck,train
12428,3,cat,train
12429,0,airplane,train
12430,0,airplane,train
12431,5,dog,train
12432,7,horse,train
12433,6,frog,train
12434,6,frog,train
12435,0,airplane,train
12436,3,cat,train
12437,7,horse,train
12438,8,ship,train
12439,7,horse,train
12440,3,cat,train
12441,6,frog,train
12442,8,ship,train
12443,8,ship,train
12444,4,deer,train
12445,6,frog,train
12446,7,horse,train
12447,6,frog,train
12448,2,bird,train
12449,3,cat,train
12450,3,cat,train
12451,1,automobile,train
12452,8,ship,train
12453,4,deer,train
12454,3,cat,train
12455,2,bird,train
12456,9,truck,train
12457,8,ship,train
12458,6,frog,train
12459,6,frog,train
12460,9,truck,train
12461,0,airplane,train
12462,2,bird,train
12463,7,horse,train
12464,7,horse,train
12465,2,bird,train
12466,7,horse,train
12467,9,truck,train
12468,5,dog,train
12469,0,airplane,train
12470,1,automobile,train
12471,2,bird,train
12472,2,bird,train
12473,2,bird,train
12474,7,horse,train
12475,3,cat,train
12476,7,horse,train
12477,0,airplane,train
12478,4,deer,train
12479,7,horse,train
12480,5,dog,train
12481,8,ship,train
12482,7,horse,train
12483,9,truck,train
12484,4,deer,train
12485,5,dog,train
12486,9,truck,train
12487,8,ship,train
12488,5,dog,train
12489,4,deer,train
12490,8,ship,train
12491,6,frog,train
12492,0,airplane,train
12493,0,airplane,train
12494,1,automobile,train
12495,6,frog,train
12496,5,dog,train
12497,9,truck,train
12498,8,ship,train
12499,0,airplane,train
12500,3,cat,train
12501,2,bird,train
12502,7,horse,train
12503,8,ship,train
12504,2,bird,train
12505,4,deer,train
12506,2,bird,train
12507,0,airplane,train
12508,6,frog,train
12509,0,airplane,train
12510,4,deer,train
12511,4,deer,train
12512,6,frog,train
12513,8,ship,train
12514,5,dog,train
12515,5,dog,train
12516,1,automobile,train
12517,3,cat,train
12518,5,dog,train
12519,2,bird,train
12520,8,ship,train
12521,1,automobile,train
12522,4,deer,train
12523,1,automobile,train
12524,6,frog,train
12525,6,frog,train
12526,6,frog,train
12527,7,horse,train
12528,3,cat,train
12529,7,horse,train
12530,4,deer,train
12531,9,truck,train
12532,5,dog,train
12533,2,bird,train
12534,0,airplane,train
12535,7,horse,train
12536,2,bird,train
12537,1,automobile,train
12538,1,automobile,train
12539,4,deer,train
12540,0,airplane,train
12541,9,truck,train
12542,0,airplane,train
12543,8,ship,train
12544,8,ship,train
12545,5,dog,train
12546,3,cat,train
12547,7,horse,train
12548,1,automobile,train
12549,2,bird,train
12550,6,frog,train
12551,1,automobile,train
12552,3,cat,train
12553,0,airplane,train
12554,6,frog,train
12555,9,truck,train
12556,5,dog,train
12557,8,ship,train
12558,3,cat,train
12559,5,dog,train
12560,1,automobile,train
12561,6,frog,train
12562,9,truck,train
12563,9,truck,train
12564,5,dog,train
12565,7,horse,train
12566,7,horse,train
12567,5,dog,train
12568,9,truck,train
12569,5,dog,train
12570,1,automobile,train
12571,5,dog,train
12572,7,horse,train
12573,5,dog,train
12574,2,bird,train
12575,1,automobile,train
12576,7,horse,train
12577,4,deer,train
12578,5,dog,train
12579,7,horse,train
12580,4,deer,train
12581,5,dog,train
12582,2,bird,train
12583,2,bird,train
12584,2,bird,train
12585,8,ship,train
12586,1,automobile,train
12587,6,frog,train
12588,9,truck,train
12589,2,bird,train
12590,4,deer,train
12591,4,deer,train
12592,1,automobile,train
12593,5,dog,train
12594,1,automobile,train
12595,3,cat,train
12596,6,frog,train
12597,6,frog,train
12598,3,cat,train
12599,8,ship,train
12600,8,ship,train
12601,3,cat,train
12602,2,bird,train
12603,4,deer,train
12604,6,frog,train
12605,8,ship,train
12606,8,ship,train
12607,2,bird,train
12608,9,truck,train
12609,6,frog,train
12610,8,ship,train
12611,4,deer,train
12612,3,cat,train
12613,9,truck,train
12614,8,ship,train
12615,8,ship,train
12616,2,bird,train
12617,7,horse,train
12618,3,cat,train
12619,6,frog,train
12620,1,automobile,train
12621,5,dog,train
12622,1,automobile,train
12623,2,bird,train
12624,6,frog,train
12625,7,horse,train
12626,8,ship,train
12627,7,horse,train
12628,1,automobile,train
12629,1,automobile,train
12630,5,dog,train
12631,3,cat,train
12632,6,frog,train
12633,7,horse,train
12634,0,airplane,train
12635,6,frog,train
12636,4,deer,train
12637,9,truck,train
12638,2,bird,train
12639,3,cat,train
12640,0,airplane,train
12641,6,frog,train
12642,3,cat,train
12643,1,automobile,train
12644,9,truck,train
12645,4,deer,train
12646,8,ship,train
12647,3,cat,train
12648,1,automobile,train
12649,5,dog,train
12650,8,ship,train
12651,2,bird,train
12652,5,dog,train
12653,9,truck,train
12654,9,truck,train
12655,5,dog,train
12656,2,bird,train
12657,6,frog,train
12658,7,horse,train
12659,0,airplane,train
12660,0,airplane,train
12661,5,dog,train
12662,9,truck,train
12663,4,deer,train
12664,9,truck,train
12665,4,deer,train
12666,6,frog,train
12667,2,bird,train
12668,0,airplane,train
12669,2,bird,train
12670,9,truck,train
12671,3,cat,train
12672,4,deer,train
12673,3,cat,train
12674,0,airplane,train
12675,2,bird,train
12676,1,automobile,train
12677,7,horse,train
12678,2,bird,train
12679,6,frog,train
12680,9,truck,train
12681,3,cat,train
12682,5,dog,train
12683,7,horse,train
12684,6,frog,train
12685,1,automobile,train
12686,5,dog,train
12687,5,dog,train
12688,8,ship,train
12689,6,frog,train
12690,7,horse,train
12691,4,deer,train
12692,6,frog,train
12693,2,bird,train
12694,2,bird,train
12695,7,horse,train
12696,5,dog,train
12697,2,bird,train
12698,4,deer,train
12699,8,ship,train
12700,9,truck,train
12701,5,dog,train
12702,1,automobile,train
12703,2,bird,train
12704,0,airplane,train
12705,7,horse,train
12706,9,truck,train
12707,3,cat,train
12708,9,truck,train
12709,9,truck,train
12710,2,bird,train
12711,2,bird,train
12712,9,truck,train
12713,7,horse,train
12714,7,horse,train
12715,9,truck,train
12716,5,dog,train
12717,4,deer,train
12718,9,truck,train
12719,1,automobile,train
12720,2,bird,train
12721,2,bird,train
12722,7,horse,train
12723,4,deer,train
12724,2,bird,train
12725,8,ship,train
12726,5,dog,train
12727,4,deer,train
12728,5,dog,train
12729,9,truck,train
12730,0,airplane,train
12731,8,ship,train
12732,1,automobile,train
12733,7,horse,train
12734,5,dog,train
12735,6,frog,train
12736,6,frog,train
12737,4,deer,train
12738,7,horse,train
12739,6,frog,train
12740,0,airplane,train
12741,1,automobile,train
12742,2,bird,train
12743,1,automobile,train
12744,7,horse,train
12745,9,truck,train
12746,1,automobile,train
12747,8,ship,train
12748,2,bird,train
12749,0,airplane,train
12750,3,cat,train
12751,7,horse,train
12752,2,bird,train
12753,2,bird,train
12754,0,airplane,train
12755,1,automobile,train
12756,7,horse,train
12757,0,airplane,train
12758,3,cat,train
12759,7,horse,train
12760,9,truck,train
12761,0,airplane,train
12762,8,ship,train
12763,7,horse,train
12764,0,airplane,train
12765,6,frog,train
12766,1,automobile,train
12767,0,airplane,train
12768,5,dog,train
12769,5,dog,train
12770,7,horse,train
12771,8,ship,train
12772,8,ship,train
12773,1,automobile,train
12774,1,automobile,train
12775,9,truck,train
12776,3,cat,train
12777,0,airplane,train
12778,7,horse,train
12779,6,frog,train
12780,3,cat,train
12781,6,frog,train
12782,2,bird,train
12783,3,cat,train
12784,2,bird,train
12785,0,airplane,train
12786,3,cat,train
12787,7,horse,train
12788,6,frog,train
12789,9,truck,train
12790,2,bird,train
12791,5,dog,train
12792,8,ship,train
12793,9,truck,train
12794,7,horse,train
12795,4,deer,train
12796,6,frog,train
12797,4,deer,train
12798,3,cat,train
12799,6,frog,train
12800,1,automobile,train
12801,8,ship,train
12802,0,airplane,train
12803,4,deer,train
12804,6,frog,train
12805,4,deer,train
12806,8,ship,train
12807,0,airplane,train
12808,0,airplane,train
12809,0,airplane,train
12810,4,deer,train
12811,3,cat,train
12812,4,deer,train
12813,8,ship,train
12814,1,automobile,train
12815,3,cat,train
12816,9,truck,train
12817,0,airplane,train
12818,0,airplane,train
12819,2,bird,train
12820,0,airplane,train
12821,3,cat,train
12822,9,truck,train
12823,3,cat,train
12824,6,frog,train
12825,5,dog,train
12826,4,deer,train
12827,9,truck,train
12828,1,automobile,train
12829,5,dog,train
12830,8,ship,train
12831,6,frog,train
12832,5,dog,train
12833,5,dog,train
12834,8,ship,train
12835,9,truck,train
12836,0,airplane,train
12837,3,cat,train
12838,7,horse,train
12839,5,dog,train
12840,9,truck,train
12841,1,automobile,train
12842,7,horse,train
12843,4,deer,train
12844,7,horse,train
12845,7,horse,train
12846,4,deer,train
12847,2,bird,train
12848,7,horse,train
12849,1,automobile,train
12850,6,frog,train
12851,5,dog,train
12852,6,frog,train
12853,3,cat,train
12854,0,airplane,train
12855,8,ship,train
12856,1,automobile,train
12857,8,ship,train
12858,4,deer,train
12859,4,deer,train
12860,2,bird,train
12861,8,ship,train
12862,4,deer,train
12863,9,truck,train
12864,7,horse,train
12865,1,automobile,train
12866,8,ship,train
12867,8,ship,train
12868,8,ship,train
12869,7,horse,train
12870,3,cat,train
12871,2,bird,train
12872,3,cat,train
12873,9,truck,train
12874,6,frog,train
12875,1,automobile,train
12876,8,ship,train
12877,2,bird,train
12878,9,truck,train
12879,6,frog,train
12880,8,ship,train
12881,1,automobile,train
12882,3,cat,train
12883,0,airplane,train
12884,5,dog,train
12885,6,frog,train
12886,3,cat,train
12887,6,frog,train
12888,7,horse,train
12889,7,horse,train
12890,5,dog,train
12891,8,ship,train
12892,2,bird,train
12893,1,automobile,train
12894,1,automobile,train
12895,9,truck,train
12896,4,deer,train
12897,6,frog,train
12898,4,deer,train
12899,7,horse,train
12900,7,horse,train
12901,7,horse,train
12902,9,truck,train
12903,1,automobile,train
12904,3,cat,train
12905,8,ship,train
12906,6,frog,train
12907,8,ship,train
12908,5,dog,train
12909,7,horse,train
12910,0,airplane,train
12911,0,airplane,train
12912,5,dog,train
12913,5,dog,train
12914,1,automobile,train
12915,0,airplane,train
12916,0,airplane,train
12917,1,automobile,train
12918,8,ship,train
12919,1,automobile,train
12920,1,automobile,train
12921,4,deer,train
12922,0,airplane,train
12923,1,automobile,train
12924,2,bird,train
12925,7,horse,train
12926,8,ship,train
12927,1,automobile,train
12928,6,frog,train
12929,1,automobile,train
12930,6,frog,train
12931,5,dog,train
12932,8,ship,train
12933,6,frog,train
12934,6,frog,train
12935,8,ship,train
12936,0,airplane,train
12937,5,dog,train
12938,8,ship,train
12939,6,frog,train
12940,2,bird,train
12941,7,horse,train
12942,7,horse,train
12943,3,cat,train
12944,0,airplane,train
12945,2,bird,train
12946,1,automobile,train
12947,5,dog,train
12948,9,truck,train
12949,1,automobile,train
12950,9,truck,train
12951,8,ship,train
12952,3,cat,train
12953,3,cat,train
12954,8,ship,train
12955,9,truck,train
12956,3,cat,train
12957,9,truck,train
12958,2,bird,train
12959,4,deer,train
12960,0,airplane,train
12961,7,horse,train
12962,5,dog,train
12963,1,automobile,train
12964,1,automobile,train
12965,3,cat,train
12966,3,cat,train
12967,0,airplane,train
12968,4,deer,train
12969,3,cat,train
12970,9,truck,train
12971,3,cat,train
12972,9,truck,train
12973,3,cat,train
12974,5,dog,train
12975,4,deer,train
12976,9,truck,train
12977,1,automobile,train
12978,2,bird,train
12979,9,truck,train
12980,7,horse,train
12981,1,automobile,train
12982,1,automobile,train
12983,7,horse,train
12984,7,horse,train
12985,7,horse,train
12986,9,truck,train
12987,5,dog,train
12988,3,cat,train
12989,4,deer,train
12990,2,bird,train
12991,0,airplane,train
12992,2,bird,train
12993,0,airplane,train
12994,7,horse,train
12995,7,horse,train
12996,6,frog,train
12997,4,deer,train
12998,7,horse,train
12999,1,automobile,train
13000,9,truck,train
13001,3,cat,train
13002,1,automobile,train
13003,9,truck,train
13004,8,ship,train
13005,4,deer,train
13006,1,automobile,train
13007,2,bird,train
13008,0,airplane,train
13009,7,horse,train
13010,1,automobile,train
13011,0,airplane,train
13012,4,deer,train
13013,3,cat,train
13014,7,horse,train
13015,8,ship,train
13016,0,airplane,train
13017,9,truck,train
13018,6,frog,train
13019,3,cat,train
13020,8,ship,train
13021,4,deer,train
13022,7,horse,train
13023,4,deer,train
13024,9,truck,train
13025,4,deer,train
13026,7,horse,train
13027,8,ship,train
13028,0,airplane,train
13029,6,frog,train
13030,0,airplane,train
13031,0,airplane,train
13032,1,automobile,train
13033,2,bird,train
13034,9,truck,train
13035,2,bird,train
13036,2,bird,train
13037,1,automobile,train
13038,4,deer,train
13039,7,horse,train
13040,1,automobile,train
13041,8,ship,train
13042,2,bird,train
13043,0,airplane,train
13044,1,automobile,train
13045,5,dog,train
13046,6,frog,train
13047,2,bird,train
13048,5,dog,train
13049,6,frog,train
13050,5,dog,train
13051,0,airplane,train
13052,1,automobile,train
13053,3,cat,train
13054,8,ship,train
13055,0,airplane,train
13056,1,automobile,train
13057,5,dog,train
13058,7,horse,train
13059,2,bird,train
13060,0,airplane,train
13061,3,cat,train
13062,3,cat,train
13063,9,truck,train
13064,3,cat,train
13065,1,automobile,train
13066,6,frog,train
13067,5,dog,train
13068,0,airplane,train
13069,0,airplane,train
13070,9,truck,train
13071,2,bird,train
13072,8,ship,train
13073,5,dog,train
13074,9,truck,train
13075,2,bird,train
13076,6,frog,train
13077,6,frog,train
13078,9,truck,train
13079,8,ship,train
13080,6,frog,train
13081,2,bird,train
13082,3,cat,train
13083,7,horse,train
13084,0,airplane,train
13085,3,cat,train
13086,0,airplane,train
13087,5,dog,train
13088,1,automobile,train
13089,3,cat,train
13090,0,airplane,train
13091,3,cat,train
13092,7,horse,train
13093,3,cat,train
13094,3,cat,train
13095,8,ship,train
13096,9,truck,train
13097,5,dog,train
13098,1,automobile,train
13099,1,automobile,train
13100,5,dog,train
13101,6,frog,train
13102,4,deer,train
13103,5,dog,train
13104,5,dog,train
13105,7,horse,train
13106,0,airplane,train
13107,2,bird,train
13108,1,automobile,train
13109,8,ship,train
13110,0,airplane,train
13111,5,dog,train
13112,5,dog,train
13113,7,horse,train
13114,2,bird,train
13115,8,ship,train
13116,8,ship,train
13117,6,frog,train
13118,1,automobile,train
13119,7,horse,train
13120,6,frog,train
13121,5,dog,train
13122,1,automobile,train
13123,6,frog,train
13124,7,horse,train
13125,9,truck,train
13126,7,horse,train
13127,6,frog,train
13128,9,truck,train
13129,1,automobile,train
13130,2,bird,train
13131,8,ship,train
13132,7,horse,train
13133,9,truck,train
13134,4,deer,train
13135,7,horse,train
13136,7,horse,train
13137,6,frog,train
13138,9,truck,train
13139,8,ship,train
13140,6,frog,train
13141,2,bird,train
13142,5,dog,train
13143,6,frog,train
13144,1,automobile,train
13145,4,deer,train
13146,7,horse,train
13147,7,horse,train
13148,9,truck,train
13149,1,automobile,train
13150,5,dog,train
13151,5,dog,train
13152,1,automobile,train
13153,6,frog,train
13154,2,bird,train
13155,9,truck,train
13156,1,automobile,train
13157,8,ship,train
13158,1,automobile,train
13159,5,dog,train
13160,9,truck,train
13161,5,dog,train
13162,6,frog,train
13163,2,bird,train
13164,4,deer,train
13165,0,airplane,train
13166,1,automobile,train
13167,3,cat,train
13168,6,frog,train
13169,8,ship,train
13170,3,cat,train
13171,7,horse,train
13172,9,truck,train
13173,5,dog,train
13174,0,airplane,train
13175,8,ship,train
13176,6,frog,train
13177,2,bird,train
13178,7,horse,train
13179,2,bird,train
13180,6,frog,train
13181,0,airplane,train
13182,7,horse,train
13183,4,deer,train
13184,6,frog,train
13185,7,horse,train
13186,4,deer,train
13187,5,dog,train
13188,6,frog,train
13189,3,cat,train
13190,5,dog,train
13191,1,automobile,train
13192,7,horse,train
13193,7,horse,train
13194,0,airplane,train
13195,2,bird,train
13196,4,deer,train
13197,8,ship,train
13198,7,horse,train
13199,9,truck,train
13200,7,horse,train
13201,3,cat,train
13202,3,cat,train
13203,5,dog,train
13204,3,cat,train
13205,3,cat,train
13206,0,airplane,train
13207,1,automobile,train
13208,9,truck,train
13209,6,frog,train
13210,4,deer,train
13211,9,truck,train
13212,4,deer,train
13213,6,frog,train
13214,9,truck,train
13215,4,deer,train
13216,6,frog,train
13217,1,automobile,train
13218,1,automobile,train
13219,7,horse,train
13220,6,frog,train
13221,3,cat,train
13222,3,cat,train
13223,0,airplane,train
13224,7,horse,train
13225,0,airplane,train
13226,2,bird,train
13227,8,ship,train
13228,2,bird,train
13229,0,airplane,train
13230,0,airplane,train
13231,4,deer,train
13232,2,bird,train
13233,8,ship,train
13234,1,automobile,train
13235,3,cat,train
13236,5,dog,train
13237,7,horse,train
13238,0,airplane,train
13239,1,automobile,train
13240,1,automobile,train
13241,8,ship,train
13242,1,automobile,train
13243,2,bird,train
13244,1,automobile,train
13245,5,dog,train
13246,5,dog,train
13247,3,cat,train
13248,0,airplane,train
13249,5,dog,train
13250,2,bird,train
13251,5,dog,train
13252,5,dog,train
13253,3,cat,train
13254,3,cat,train
13255,9,truck,train
13256,5,dog,train
13257,5,dog,train
13258,8,ship,train
13259,3,cat,train
13260,0,airplane,train
13261,6,frog,train
13262,1,automobile,train
13263,9,truck,train
13264,1,automobile,train
13265,9,truck,train
13266,8,ship,train
13267,7,horse,train
13268,7,horse,train
13269,4,deer,train
13270,2,bird,train
13271,7,horse,train
13272,7,horse,train
13273,2,bird,train
13274,8,ship,train
13275,2,bird,train
13276,7,horse,train
13277,1,automobile,train
13278,2,bird,train
13279,4,deer,train
13280,7,horse,train
13281,3,cat,train
13282,4,deer,train
13283,5,dog,train
13284,7,horse,train
13285,5,dog,train
13286,2,bird,train
13287,3,cat,train
13288,5,dog,train
13289,0,airplane,train
13290,2,bird,train
13291,6,frog,train
13292,4,deer,train
13293,8,ship,train
13294,9,truck,train
13295,7,horse,train
13296,1,automobile,train
13297,3,cat,train
13298,9,truck,train
13299,7,horse,train
13300,2,bird,train
13301,1,automobile,train
13302,3,cat,train
13303,4,deer,train
13304,7,horse,train
13305,8,ship,train
13306,6,frog,train
13307,4,deer,train
13308,9,truck,train
13309,4,deer,train
13310,4,deer,train
13311,1,automobile,train
13312,0,airplane,train
13313,3,cat,train
13314,2,bird,train
13315,8,ship,train
13316,5,dog,train
13317,1,automobile,train
13318,2,bird,train
13319,4,deer,train
13320,9,truck,train
13321,2,bird,train
13322,8,ship,train
13323,1,automobile,train
13324,0,airplane,train
13325,8,ship,train
13326,0,airplane,train
13327,1,automobile,train
13328,3,cat,train
13329,3,cat,train
13330,3,cat,train
13331,6,frog,train
13332,1,automobile,train
13333,7,horse,train
13334,0,airplane,train
13335,6,frog,train
13336,7,horse,train
13337,9,truck,train
13338,8,ship,train
13339,7,horse,train
13340,2,bird,train
13341,2,bird,train
13342,9,truck,train
13343,9,truck,train
13344,6,frog,train
13345,5,dog,train
13346,9,truck,train
13347,7,horse,train
13348,0,airplane,train
13349,3,cat,train
13350,8,ship,train
13351,7,horse,train
13352,5,dog,train
13353,7,horse,train
13354,6,frog,train
13355,8,ship,train
13356,5,dog,train
13357,0,airplane,train
13358,9,truck,train
13359,5,dog,train
13360,5,dog,train
13361,5,dog,train
13362,2,bird,train
13363,4,deer,train
13364,9,truck,train
13365,6,frog,train
13366,1,automobile,train
13367,6,frog,train
13368,0,airplane,train
13369,8,ship,train
13370,9,truck,train
13371,3,cat,train
13372,7,horse,train
13373,7,horse,train
13374,1,automobile,train
13375,5,dog,train
13376,7,horse,train
13377,7,horse,train
13378,7,horse,train
13379,9,truck,train
13380,9,truck,train
13381,9,truck,train
13382,0,airplane,train
13383,6,frog,train
13384,9,truck,train
13385,4,deer,train
13386,8,ship,train
13387,5,dog,train
13388,8,ship,train
13389,6,frog,train
13390,6,frog,train
13391,4,deer,train
13392,5,dog,train
13393,3,cat,train
